MAPS_test_genome	MAPS_test_type	MAPS_test_start	MAPS_test_end	MAPS_test_strand	MAPS_test_p_value	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_padj	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_padj	id_lower	SPI1_Pulse_Tidy_logFC	SPI1_Pulse_Tidy_p_value	SPI1_Pulse_Tidy_FDR	gene
NC_016810.1	CDS	3498363	3498998	-	0.002026208	3.12	NA	0.004992187	-2.16	0.029065646	0.178576362	sl1344_3282	0.080217568	0.771394177	0.980552058	SL1344_3282
NC_016810.1	sRNA	2989429	2989505	+	2.81473e-4	3.11	NA	9.39981e-4	-2.88	6.93931e-4	0.020713532	mica	-1.742682829	5.30799e-14	1.91512e-11	MicA
NC_016810.1	CDS	2587331	2589292	-	7.99625e-4	3.11	NA	0.002278662	0.46	0.602265705	0.821257856	aega	NA	NA	NA	aegA
NC_016810.1	CDS	4850991	4851680	-	0.006426581	3.11	NA	0.013192481	-1.01	0.352309898	0.645311586	sl1344_4502	NA	NA	NA	SL1344_4502
NC_016810.1	CDS	1976765	1977694	-	9.35424e-4	3.11	NA	0.002594566	0.15	0.872491558	0.951390686	motb	0.054042437	0.768341694	0.980552058	motB
NC_016810.1	sRNA	1895063	1895216	+	0.007197195	3.11	NA	0.014523199	-3.18	8.77347e-4	0.024452241	stnc190	NA	NA	NA	STnc190
NC_016810.1	CDS	4853804	4854772	+	0.005541481	3.11	NA	0.011678541	0.24	0.822136691	0.934068087	serb	NA	NA	NA	serB
NC_016810.1	CDS	955489	956976	+	0.002203676	3.11	NA	0.0053591690000000004	0.18	0.855580423	0.945387282	sl1344_0862	NA	NA	NA	SL1344_0862
NC_016810.1	CDS	2560299	2561576	+	0.001658815	3.11	NA	0.004211233	0.05	0.961023887	0.985867875	sl1344_2416	NA	NA	NA	SL1344_2416
NC_016810.1	CDS	4203667	4204461	+	0.00489575	3.11	NA	0.010529248	1.34	0.209632809	0.512559122	tatd	NA	NA	NA	tatD
NC_016810.1	CDS	2033401	2034096	-	0.013613766	3.11	NA	0.024912999	0.3	0.799068752	0.922349217	sl1344_1921	NA	NA	NA	SL1344_1921
NC_016810.1	CDS	2276882	2277766	+	2.64131e-4	3.11	NA	8.94319e-4	1.09	0.194575247	0.496822338	cdd	NA	NA	NA	cdd
NC_016810.1	CDS	2533663	2534424	+	0.01218275	3.11	NA	0.022704216	-0.24	0.82730759	0.935982837	sl1344_2386	NA	NA	NA	SL1344_2386
NC_016810.1	CDS	1755765	1756517	+	5.44866e-4	3.11	NA	0.001646461	-0.87	0.324332728	0.622903863	sl1344_1636	NA	NA	NA	SL1344_1636
NC_016810.1	CDS	2813398	2813916	+	0.004818508	3.11	NA	0.010387383	-0.36	0.718644461	0.886284375	sl1344_2629	NA	NA	NA	SL1344_2629
NC_016810.1	CDS	3667272	3668051	-	0.029796567	3.11	NA	0.048131274	1.64	0.22848507	NA	sl1344_3459	NA	NA	NA	SL1344_3459
NC_016810.1	CDS	4757260	4759344	-	6.09347e-4	3.11	NA	0.00181516	-0.79	0.377828791	0.667104091	sl1344_4420	0.087116396	0.68913365	0.980552058	SL1344_4420
NC_016810.1	CDS	4849469	4850089	-	0.065749047	3.11	NA	0.094661836	-2.86	0.037968347	NA	stjc	NA	NA	NA	stjC
NC_016810.1	CDS	3795854	3796573	-	0.015169617	3.1	NA	0.027322274	-2.93	0.003733699	0.055296852	sl1344_3567	NA	NA	NA	SL1344_3567
NC_016810.1	CDS	2558921	2559820	+	2.1114e-4	3.1	NA	7.37947e-4	0.27	0.738956892	0.896583308	hemf	NA	NA	NA	hemF
NC_016810.1	CDS	3720234	3722681	-	0.003246195	3.1	NA	0.007399718	-0.38	0.719486175	0.886571266	glgp	0.270792952	0.266428951	0.865346655	glgP
NC_016810.1	CDS	2378032	2378760	+	3.10364e-4	3.1	NA	0.001020591	0.18	0.829271968	0.935982837	ubig	0.038061303	0.850617694	0.988871448	ubiG
NC_016810.1	CDS	3634117	3635184	+	9.76088e-4	3.1	NA	0.002689981	0.03	0.973312371	0.990192317	sl1344_3429	-0.015938412	0.945591464	0.990619629	SL1344_3429
NC_016810.1	CDS	3459740	3460243	-	4.42602e-4	3.1	NA	0.001383801	0.09	0.915692465	0.971632144	sl1344_3245	0.179737345	0.503659312	0.955416824	SL1344_3245
NC_016810.1	CDS	3091781	3092830	-	6.01612e-4	3.1	NA	0.001795678	0.93	0.295487226	0.598029965	trud	NA	NA	NA	truD
NC_016810.1	sRNA	4617695	4617761	+	0.075386701	3.1	NA	0.106331203	-3.06	0.039944753	0.213607343	srna5	NA	NA	NA	sRNA5
NC_016810.1	CDS	1967850	1969001	-	0.001148405	3.1	NA	0.003082547	-0.05	0.955243971	0.983348194	flhb	0.158223721	0.429706852	0.951670844	flhB
NC_016810.1	CDS	1519555	1520808	-	0.009218895	3.1	NA	0.017998795	-0.16	0.890081827	0.96041139	sl1344_1416	NA	NA	NA	SL1344_1416
NC_016810.1	CDS	2096855	2097400	-	4.30298e-4	3.1	NA	0.001349585	1.49	0.084298991	0.329909107	cobu	NA	NA	NA	cobU
NC_016810.1	CDS	1526525	1527172	-	0.015719519	3.1	NA	0.028183276	-1.86	0.129839929	0.410931383	sl1344_1422	NA	NA	NA	SL1344_1422
NC_016810.1	CDS	2656413	2657579	-	3.41284e-4	3.1	NA	0.001107332	-2.06	0.013471233	0.114268324	sl1344_2487	NA	NA	NA	SL1344_2487
NC_016810.1	CDS	4675322	4675852	-	8.07903e-4	3.1	NA	0.002298829	-0.6	0.51128541	0.763758056	ppa	0.113267625	0.561401403	0.962120616	ppa
NC_016810.1	CDS	3102855	3103913	-	7.11918e-4	3.1	NA	0.002065455	-0.65	0.453371425	0.721481374	sl1344_2920	NA	NA	NA	SL1344_2920
NC_016810.1	CDS	2545034	2545273	-	0.009968846	3.1	NA	0.019221673	0.86	0.449283077	0.718965951	sl1344_2397	NA	NA	NA	SL1344_2397
NC_016810.1	CDS	323837	327706	+	0.002056397	3.1	NA	0.005054142	0.41	0.676677185	0.865377116	scis	NA	NA	NA	sciS
NC_016810.1	CDS	4016148	4016933	+	0.010668667	3.1	NA	0.020327709	0.1	0.924958591	0.974203069	sl1344_3760	NA	NA	NA	SL1344_3760
NC_016810.1	CDS	2740541	2740870	-	0.002400388	3.1	NA	0.005756846	-0.08	0.937224213	0.977053708	sl1344_2557	NA	NA	NA	SL1344_2557
NC_016810.1	CDS	1541400	1542779	+	0.025416539	3.09	NA	0.042088394	0.03	0.983402856	NA	sl1344_1437	NA	NA	NA	SL1344_1437
NC_016810.1	CDS	3526322	3527197	-	0.002733972	3.09	NA	0.006413636	0.2	0.835158408	0.938527173	sl1344_3308	NA	NA	NA	SL1344_3308
NC_016810.1	CDS	4555011	4555679	-	0.004491601	3.09	NA	0.009768152	-1.39	0.196295543	0.49803199	basr	-0.205043139	0.349395774	0.906186982	basR
NC_016810.1	CDS	2130427	2131329	+	0.010647225	3.09	NA	0.020295429	-1.6	0.165451605	0.46101978	pdux	NA	NA	NA	pduX
NC_016810.1	CDS	2056541	2057227	-	0.0334825	3.09	NA	0.053189881	2	0.153984078	NA	sl1344_1948	NA	NA	NA	SL1344_1948
NC_016810.1	CDS	4323619	4324644	-	4.68315e-4	3.09	NA	0.001448132	0.61	0.47576339	0.740027629	cytr	0.276094422	0.21725352	0.842850214	cytR
NC_016810.1	sRNA	3283748	3283846	-	0.070517681	3.09	NA	0.100627984	0.34	0.825542065	NA	stnc3860	NA	NA	NA	STnc3860
NC_016810.1	CDS	1337071	1337346	+	0.001397147	3.09	NA	0.003648599	-2.75	0.002902939	0.048048329	sl1344_1235	0.424731347	0.076377052	0.615108044	SL1344_1235
NC_016810.1	CDS	2361992	2363044	-	9.84805e-4	3.09	NA	0.002709865	0.84	0.350368482	0.64373483	apbe	NA	NA	NA	apbE
NC_016810.1	CDS	1481673	1482533	+	0.001232627	3.09	NA	0.003276834	0.27	0.767808321	0.908809427	pdxy	NA	NA	NA	pdxY
NC_016810.1	CDS	3661226	3662503	-	5.23016e-4	3.09	NA	0.001586817	0.99	0.259966699	0.566086299	damx	0.126534268	0.496447883	0.951670844	damX
NC_016810.1	CDS	1757114	1757440	-	0.002978698	3.09	NA	0.006894498	-0.64	0.511271917	0.763758056	sl1344_1638	NA	NA	NA	SL1344_1638
NC_016810.1	CDS	4684521	4686026	-	0.028301865	3.09	NA	0.046068318	-0.11	0.929036671	NA	mmsa	NA	NA	NA	mmsA
NC_016810.1	CDS	565342	565956	-	0.003444356	3.09	NA	0.007787886	0.05	0.955031045	0.983348194	tesa	NA	NA	NA	tesA
NC_016810.1	CDS	2341136	2341339	-	0.074826396	3.08	NA	0.105640021	0.54	0.733526716	NA	sl1344_2218	NA	NA	NA	SL1344_2218
NC_016810.1	CDS	4263074	4263385	+	0.001120107	3.08	NA	0.00301683	-1.43	0.110184697	0.378280489	sl1344_3979	0.156670409	0.520990455	0.95898052600000006	SL1344_3979
NC_016810.1	CDS	1876083	1877993	-	0.001949095	3.08	NA	0.004832557	0.8	0.412703806	0.691885714	sl1344_1750	NA	NA	NA	SL1344_1750
NC_016810.1	CDS	1211105	1212679	+	0.001038551	3.08	NA	0.002830985	-0.8	0.371035076	0.661591435	mvin	NA	NA	NA	mviN
NC_016810.1	CDS	1835710	1837371	+	0.017102397	3.08	NA	0.030265572	-0.44	0.71132469	0.884758235	sl1344_1709	NA	NA	NA	SL1344_1709
NC_016810.1	CDS	3153458	3154168	+	0.006573774	3.08	NA	0.013448727	-0.74	0.476412093	0.740282761	fucr	NA	NA	NA	fucR
NC_016810.1	CDS	1496053	1497561	-	0.004596659	3.08	NA	0.009966794	0.1	0.928148425	0.975430639	sl1344_1396	0.208205452	0.424899903	0.951670844	SL1344_1396
NC_016810.1	CDS	2612653	2614719	+	4.82783e-4	3.08	NA	0.00148321	-0.71	0.415873747	0.693397008	ppk	-0.049172522	0.805464568	0.980552058	ppk
NC_016810.1	CDS	542698	543303	+	0.001096183	3.08	NA	0.002960349	-0.27	0.765316448	0.908417281	recr	NA	NA	NA	recR
NC_016810.1	CDS	1120014	1122167	-	0.002191337	3.08	NA	0.005333475	-0.58	0.546665437	0.788846344	sl1344_1013	-0.212371006	0.344845821	0.903446758	SL1344_1013
NC_016810.1	CDS	3682648	3684975	+	0.001263946	3.08	NA	0.003352188	0.72	0.44377877	0.715177157	sl1344_3471	-0.155149018	0.458665795	0.951670844	SL1344_3471
NC_016810.1	CDS	2665479	2670413	-	1.72209e-4	3.08	NA	6.27353e-4	-0.93	0.254655487	0.560639855	sl1344_2494	2.92325e-4	0.999114028	0.999668167	SL1344_2494
NC_016810.1	CDS	4445735	4447282	-	0.003219572	3.08	NA	0.007352035	-0.02	0.987042518	0.995461622	sl1344_4139	NA	NA	NA	SL1344_4139
NC_016810.1	CDS	2397149	2397931	-	0.023623973	3.08	NA	0.039651701	0.63	0.617392201	NA	sl1344_2261	NA	NA	NA	SL1344_2261
NC_017720.1	CDS	72411	72932	-	8.55487e-4	3.07	NA	0.002409897	0.1	0.90640125	0.967956757	sl1344_p1_0077	NA	NA	NA	SL1344_P1_0077
NC_016810.1	sRNA	2036562	2036659	-	4.76986e-4	3.07	NA	0.001469907	-1.54	0.068488411	0.292604698	stnc220	NA	NA	NA	STnc220
NC_016810.1	CDS	3631315	3633222	+	0.004023004	3.07	NA	0.008880933	-1.04	0.309236339	0.60837222	yhes	-0.335992096	0.157117164	0.759356219	yheS
NC_016810.1	CDS	3447534	3448805	+	0.094916688	3.07	NA	0.129210463	-1.2	0.467317311	NA	sl1344_3230	NA	NA	NA	SL1344_3230
NC_016810.1	CDS	4464487	4465224	+	0.061881641	3.07	NA	0.089882835	-3.61	0.005416978	0.067422389	sl1344_4160	NA	NA	NA	SL1344_4160
NC_016810.1	CDS	2836262	2836600	+	0.001015039	3.06	NA	0.002777806	-0.43	0.626490578	0.835899019	smpa	-0.202782179	0.275225426	0.865346655	smpA
NC_016810.1	CDS	3894008	3895399	-	2.08254e-4	3.06	NA	7.30914e-4	2.07	0.011916947	0.105778589	sela	NA	NA	NA	selA
NC_016810.1	CDS	4099847	4100317	-	6.46347e-4	3.06	NA	0.001905867	0.93	0.299623078	0.599866807	atpf	0.238482293	0.247750168	0.861158581	atpF
NC_016810.1	CDS	3412982	3413950	+	0.002263386	3.06	NA	0.005471922	0.12	0.903779827	0.966534355	sl1344_3197	NA	NA	NA	SL1344_3197
NC_016810.1	CDS	3687989	3688225	+	0.011281372	3.06	NA	0.02129719	0.76	0.503891616	0.758254036	sl1344_3474	NA	NA	NA	SL1344_3474
NC_016810.1	CDS	4620945	4622264	+	0.004343949	3.06	NA	0.009503375	-1.14	0.282419946	0.587399979	amib	-0.01396492	0.954317102	0.991822998	amiB
NC_016810.1	CDS	3335027	3336670	-	0.002313102	3.06	NA	0.005574187	0.79	0.420259529	0.697013878	sl1344_3126	-0.253962043	0.222126533	0.847180264	SL1344_3126
NC_016810.1	CDS	3637809	3639896	+	0.001331717	3.06	NA	0.003500026	-1.19	0.205676494	0.508053325	yhfk	-0.486785736	0.009147809	0.189951265	yhfK
NC_016810.1	CDS	2759753	2760316	-	0.04952297	3.06	NA	0.074424724	0.57	0.687477519	NA	sl1344_2578	NA	NA	NA	SL1344_2578
NC_016810.1	sRNA	350914	351100	-	0.008780204	3.06	NA	0.017235569	1.65	0.151497858	0.441470647	stnc1040	NA	NA	NA	STnc1040
NC_016810.1	CDS	1880102	1880680	+	0.018069406	3.06	NA	0.031672375	0.46	0.713011745	0.884758235	sl1344_1754	NA	NA	NA	SL1344_1754
NC_016810.1	CDS	971296	972087	-	0.003505386	3.05	NA	0.007898721	-0.51	0.604909847	0.822057107	sl1344_0877	NA	NA	NA	SL1344_0877
NC_016810.1	CDS	1623513	1624193	+	0.016929519	3.05	NA	0.029994944	0.56	0.653645799	0.853560696	narv	NA	NA	NA	narV
NC_016810.1	CDS	3777018	3778085	-	2.38035e-4	3.05	NA	8.17935e-4	-0.76	0.350685665	0.64373483	sl1344_3552	0.201258974	0.478578085	0.951670844	SL1344_3552
NC_016810.1	CDS	4114908	4115873	+	0.006068376	3.05	NA	0.012571601	-1.06	0.296752276	0.598211008	rbsc	NA	NA	NA	rbsC
NC_016810.1	CDS	4638305	4638943	+	0.010853776	3.05	NA	0.020589077	-0.58	0.590605746	0.816724303	sl1344_4308	NA	NA	NA	SL1344_4308
NC_016810.1	CDS	4812650	4815415	+	3.37662e-4	3.05	NA	0.001097555	1.5	0.073771667	0.305878099	sl1344_4465	-0.087884168	0.729720275	0.980552058	SL1344_4465
NC_016810.1	CDS	3420313	3420678	+	0.002104184	3.05	NA	0.005156137	-1.22	0.196755162	0.49823961	sl1344_3206	0.033990115	0.888758367	0.989070004	SL1344_3206
NC_016810.1	CDS	527865	528239	-	3.78235e-4	3.05	NA	0.001208103	-2.42	0.003595627	0.054818844	sl1344_0467	0.08481402	0.727465196	0.980552058	SL1344_0467
NC_016810.1	CDS	3492823	3493833	-	0.00149043	3.05	NA	0.003853161	-1.31	0.149596683	0.43841771	sl1344_3274	NA	NA	NA	SL1344_3274
NC_016810.1	CDS	3832665	3833648	-	0.00262231	3.05	NA	0.006201688	-1.37	0.159769844	0.452970644	dppd	NA	NA	NA	dppD
NC_016810.1	CDS	2312272	2313828	+	1.90835e-4	3.05	NA	6.81445e-4	0.98	0.226150589	0.530278718	rtn	0.324880966	0.107819892	0.649844828	rtn
NC_016810.1	CDS	639166	640284	-	0.012867597	3.05	NA	0.023715923	-0.1	0.930372599	0.97597989	sl1344_0571	NA	NA	NA	SL1344_0571
NC_016810.1	CDS	1403356	1406412	+	2.77045e-4	3.05	NA	9.27598e-4	-0.36	0.666378304	0.85943271	sl1344_1299	-0.077541722	0.763426785	0.980552058	SL1344_1299
NC_017720.1	CDS	85726	85938	+	0.002697087	3.05	NA	0.006341952	-1.84	0.043496155	0.225383851	pefi	NA	NA	NA	pefI
NC_016810.1	CDS	1810579	1812054	-	7.35385e-4	3.05	NA	0.002126191	0.51	0.568296024	0.80354747	sl1344_1688	NA	NA	NA	SL1344_1688
NC_016810.1	CDS	2263241	2264149	-	0.004497079	3.05	NA	0.009776731	-1.98	0.053517972	0.253890464	pbpg	NA	NA	NA	pbpG
NC_016810.1	sRNA	1937123	1937193	-	0.018863703	3.05	NA	0.032839161	-0.65	0.594654552	0.81710652	stnc200	NA	NA	NA	STnc200
NC_016810.1	CDS	3509076	3509348	+	0.015973522	3.04	NA	0.028542228	0.66	0.591038502	0.816724303	ptso	NA	NA	NA	ptsO
NC_016810.1	CDS	4012531	4013544	-	0.01780951	3.04	NA	0.031277606	1.11	0.370553845	0.661591435	sl1344_3757	NA	NA	NA	SL1344_3757
NC_016810.1	CDS	3762546	3762788	-	0.012357347	3.04	NA	0.022958449	1.96	0.095598601	0.353219484	sl1344_3539	NA	NA	NA	SL1344_3539
NC_017720.1	CDS	36102	36536	-	0.107017875	3.04	NA	0.143062746	-0.69	0.68975418	NA	psib	NA	NA	NA	psiB
NC_016810.1	CDS	3276843	3277622	+	0.003104902	3.04	NA	0.007135341	-1.57	0.103449749	0.367009158	sl1344_3069	-0.052298421	0.844127182	0.988871448	SL1344_3069
NC_016810.1	CDS	3263046	3264053	-	5.76816e-4	3.04	NA	0.001733139	0.73	0.394824496	0.679634104	sl1344_3057	NA	NA	NA	SL1344_3057
NC_016810.1	CDS	1239766	1240407	+	0.00107574	3.04	NA	0.00291737	-0.5	0.584847244	0.812652941	tmk	NA	NA	NA	tmk
NC_016810.1	CDS	1559497	1560423	+	0.005050473	3.04	NA	0.010795087	-0.77	0.436492217	0.708416462	sl1344_1455	NA	NA	NA	SL1344_1455
NC_016810.1	CDS	3332358	3333344	-	0.002573394	3.04	NA	0.006095592	-1.76	0.075530127	0.309349569	hyba	-0.077253639	0.77286333	0.980552058	hybA
NC_016810.1	CDS	4082051	4082824	-	0.003882977	3.04	NA	0.008613982	-0.3	0.769062238	0.9093579	pstb	NA	NA	NA	pstB
NC_017719.1	CDS	3065	3277	-	0.001101569	3.04	NA	0.002971338	-0.6	0.507296788	0.760663955	sl1344_p3_0006	0.210050533	0.300155137	0.868150118	SL1344_P3_0006
NC_017720.1	CDS	19688	20326	-	0.012085079	3.04	NA	0.022545483	-1.57	0.142538324	0.428122676	trbc	NA	NA	NA	trbC
NC_016810.1	CDS	4100377	4100616	-	0.00181471	3.04	NA	0.004550649	-0.19	0.844111073	0.943245536	atpe	0.093336852	0.6090037	0.97404575	atpE
NC_016810.1	CDS	33364	34368	+	0.072213627	3.03	NA	0.102621831	-3.23	0.018945239	0.138918022	sl1344_0031	NA	NA	NA	SL1344_0031
NC_016810.1	CDS	694350	695315	-	9.10719e-4	3.03	NA	0.00254425	-1.39	0.120287191	0.396464628	lipa	0.081337908	0.744727039	0.980552058	lipA
NC_016810.1	CDS	679477	680283	-	0.00100483	3.03	NA	0.002755721	-0.08	0.927762533	0.975350774	rna	0.039115258	0.846375726	0.988871448	rna
NC_016810.1	CDS	1753395	1755377	+	0.001272474	3.03	NA	0.003371496	-1.37	0.128986909	0.409673111	sl1344_1634	NA	NA	NA	SL1344_1634
NC_016810.1	CDS	3615285	3616106	-	0.001419835	3.03	NA	0.003693946	0.85	0.371103171	0.661591435	rplb	0.299450011	0.244381833	0.861158581	rplB
NC_016810.1	CDS	2351399	2352001	-	0.010216736	3.03	NA	0.019607437	0.64	0.566731122	0.802925298	napc	0.179680757	0.38936741	0.929724271	napC
NC_016810.1	CDS	1128494	1129042	+	0.011805817	3.03	NA	0.022125175	0.05	0.96573368	0.98709688	sl1344_1021	NA	NA	NA	SL1344_1021
NC_016810.1	CDS	601303	601848	-	0.020674032	3.02	NA	0.035547039	1.35	0.277444592	NA	ybci	NA	NA	NA	ybcI
NC_016810.1	CDS	1461087	1462235	-	0.00339995	3.02	NA	0.007711227	-1.66	0.10400961	0.36851304	cfa	-0.121480242	0.625153055	0.97404575	cfa
NC_016810.1	CDS	2043913	2044500	-	0.053960723	3.02	NA	0.080066742	0.59	0.68080649	NA	sl1344_1931	NA	NA	NA	SL1344_1931
NC_016810.1	CDS	1242511	1243944	+	0.004393198	3.02	NA	0.009592508	-0.91	0.38240503	0.670924403	ptsg	0.289803535	0.176823929	0.786061114	ptsG
NC_016810.1	CDS	7665	8618	+	4.92211e-4	3.02	NA	0.001507553	0.25	0.770391058	0.91016779	talb	0.116536387	0.524973639	0.95898052600000006	talB
NC_016810.1	CDS	1822924	1823574	+	0.005049915	3.02	NA	0.010795087	1.21	0.243524291	0.54888569	narl	NA	NA	NA	narL
NC_016810.1	CDS	1527182	1528084	-	0.017016232	3.02	NA	0.030130823	-2.45	0.0458542	0.231813615	sl1344_1423	NA	NA	NA	SL1344_1423
NC_016810.1	CDS	1322078	1323274	+	0.003235104	3.01	NA	0.007381896	1.28	0.192078597	0.492872658	sl1344_1222	NA	NA	NA	SL1344_1222
NC_016810.1	CDS	3890995	3891876	+	0.017950336	3.01	NA	0.031500395	0.32	0.798461229	0.922245354	sl1344_3646	NA	NA	NA	SL1344_3646
NC_016810.1	CDS	1704162	1705097	+	0.001270071	3.01	NA	0.003367442	-1.71	0.056873494	0.263327792	sl1344_1585	NA	NA	NA	SL1344_1585
NC_016810.1	CDS	4135385	4136929	+	0.006984259	3.01	NA	0.014150498	-0.82	0.444884323	0.715628719	ilva	0.094540412	0.658040735	0.978681937	ilvA
NC_016810.1	CDS	2223562	2224446	+	0.052476572	3.01	NA	0.078237798	-1.9	0.142435341	NA	sl1344_2109	NA	NA	NA	SL1344_2109
NC_016810.1	CDS	4583430	4583921	+	0.001162639	3.01	NA	0.003113719	0.02	0.983541448	0.994611383	sl1344_4254	NA	NA	NA	SL1344_4254
NC_016810.1	CDS	4350252	4352549	+	0.00243098	3.01	NA	0.005816298	0.22	0.824335098	0.935122218	pfld	NA	NA	NA	pflD
NC_016810.1	sRNA	2285422	2285656	+	0.011371795	3.01	NA	0.021432008	1.11	0.334496085	0.631290851	slnc1029	NA	NA	NA	SLnc1029
NC_016810.1	CDS	287014	288045	-	0.005058791	3.01	NA	0.010810304	-1.59	0.095659045	0.353219484	abc	0.336417465	0.178813206	0.788094051	abc
NC_016810.1	CDS	2179157	2180377	-	0.006738433	3.01	NA	0.013729537	0.85	0.41777528	0.694983871	wcal	NA	NA	NA	wcaL
NC_016810.1	CDS	860462	861619	+	0.091692573	3.01	NA	0.125484298	-0.04	0.981271509	NA	biof	NA	NA	NA	bioF
NC_016810.1	CDS	703365	703832	-	0.002946562	3	NA	0.006827124	1.72	0.08189844	0.324853938	sl1344_0629	NA	NA	NA	SL1344_0629
NC_016810.1	CDS	2807072	2807809	+	8.71345e-4	3	NA	0.002444644	1.8	0.045178211	0.229497145	sl1344_2623	-0.096705531	0.649330118	0.977124664	SL1344_2623
NC_016810.1	CDS	989885	991651	-	0.002081788	3	NA	0.005107963	0.46	0.631765407	0.839946676	cydd	-0.069002792	0.724691453	0.980552058	cydD
NC_016810.1	CDS	4535006	4536964	-	0.017141573	3	NA	0.030317056	1.26	0.31791406	0.616101192	acs	NA	NA	NA	acs
NC_016810.1	CDS	3228734	3229393	-	0.003577456	3	NA	0.008025167	-1.03	0.298621044	0.599552846	sl1344_3025	NA	NA	NA	SL1344_3025
NC_016810.1	CDS	891662	893884	-	0.007298219	3	NA	0.014694015	-0.75	0.49193032	0.751619187	sl1344_0802	NA	NA	NA	SL1344_0802
NC_016810.1	CDS	724969	725904	-	0.010769733	3	NA	0.02045977	-0.9	0.403114858	0.687762477	ybek	NA	NA	NA	ybeK
NC_016810.1	CDS	1919657	1919839	-	0.018817406	2.99	NA	0.032785977	0.66	0.604612748	0.822057107	pagm	NA	NA	NA	pagM
NC_016810.1	sRNA	905985	906201	+	0.001054177	2.99	NA	0.002865786	-0.95	0.272118953	0.577384411	slnc1002	NA	NA	NA	SLnc1002
NC_016810.1	CDS	415162	415437	+	0.006873458	2.99	NA	0.013954219	-4.01	2.88342e-4	0.011788803	sl1344_0361	-0.154303229	0.564763824	0.962120616	SL1344_0361
NC_016810.1	CDS	4304939	4306474	+	0.021498578	2.99	NA	0.036763126	-0.35	0.786814135	0.91747133	sl1344_4023	NA	NA	NA	SL1344_4023
NC_016810.1	CDS	3237857	3239059	-	0.001075421	2.99	NA	0.00291737	0.3	0.74085359	0.897754323	visc	-0.234616313	0.367215773	0.92521963	visC
NC_016810.1	CDS	1705141	1706514	-	0.00729557	2.99	NA	0.014692129	-0.8	0.469142882	0.734696414	dbpa	NA	NA	NA	dbpA
NC_016810.1	CDS	1187770	1188225	+	0.047019348	2.99	NA	0.0713397	2.15	0.145024705	NA	csga	NA	NA	NA	csgA
NC_016810.1	CDS	4409058	4409513	-	0.009624491	2.99	NA	0.018657406	-1.54	0.151166894	0.440887101	sl1344_4111	NA	NA	NA	SL1344_4111
NC_016810.1	CDS	4284831	4286138	-	0.030285642	2.99	NA	0.0487641	-0.42	0.731796169	NA	sl1344_4001	NA	NA	NA	SL1344_4001
NC_016810.1	CDS	3566287	3568227	-	0.001395087	2.99	NA	0.003645333	0.33	0.721747048	0.887048631	yhda	-0.422234157	0.026725117	0.395181245	yhdA
NC_016810.1	CDS	2334382	2334900	-	0.144223653	2.98	NA	0.184944179	0.72	0.717963563	NA	sl1344_2212	NA	NA	NA	SL1344_2212
NC_016810.1	CDS	1504670	1506376	-	0.009402815	2.98	NA	0.018286631	0.02	0.982193679	0.993832092	sl1344_1403	NA	NA	NA	SL1344_1403
NC_016810.1	CDS	4151962	4153224	+	0.001195935	2.98	NA	0.003191019	1.36	0.137527554	0.4226062	rffd	-0.25223985	0.250091803	0.864811739	rffD
NC_016810.1	CDS	3792419	3793738	-	0.011786015	2.98	NA	0.022092655	-1.37	0.196451694	0.49803199	dcub	0.024122474	0.92044953	0.990289457	dcuB
NC_016810.1	CDS	3072175	3072696	-	0.116097985	2.98	NA	0.153819598	-0.57	0.743115877	NA	sl1344_2887	NA	NA	NA	SL1344_2887
NC_016810.1	CDS	4078416	4079000	+	0.008802763	2.98	NA	0.017272335	-0.88	0.429317129	0.702614231	sl1344_3817	NA	NA	NA	SL1344_3817
NC_016810.1	CDS	1475438	1476334	-	0.008600791	2.98	NA	0.016927588	0.16	0.87984295	0.955015373	sl1344_1374	NA	NA	NA	SL1344_1374
NC_017720.1	CDS	68174	68524	+	3.70522e-4	2.98	NA	0.001187673	-0.44	0.592399043	0.816983283	sl1344_p1_0072	0.050421242	0.749206595	0.980552058	SL1344_P1_0072
NC_016810.1	CDS	4618948	4620495	+	0.00140056	2.98	NA	0.003654341	-3	9.32036e-4	0.025352881	sl1344_4290	0.186647572	0.525650053	0.95898052600000006	SL1344_4290
NC_016810.1	CDS	3758349	3759404	-	0.00269671	2.98	NA	0.006341952	0.36	0.718341642	0.886183019	ftsx	-0.140763598	0.529614962	0.960226524	ftsX
NC_017720.1	CDS	79178	79480	+	0.150063698	2.97	NA	0.191128856	1.17	0.565114044	NA	pefb	NA	NA	NA	pefB
NC_016810.1	CDS	3152978	3153400	+	0.014472103	2.97	NA	0.026249421	0.21	0.854352536	0.945308241	fucu	NA	NA	NA	fucU
NC_016810.1	CDS	4022113	4023198	-	0.010002714	2.97	NA	0.019278735	-0.46	0.675974546	0.864818199	sl1344_3767	NA	NA	NA	SL1344_3767
